Treatment;Site;Month;Network ID;Plant species ID;Floral abundance;Plant species name;Pollinator species;Number of visits
Unrestored;Reserve, La;8;Res_8;Nephrosperma vanhoutteanum;0,5833;Nephrosperma vanhoutteanum;Nitidulidae sp1;1
Unrestored;Reserve, La;8;Res_8;Nephrosperma vanhoutteanum;0,5833;Nephrosperma vanhoutteanum;Apis mellifera;29
Unrestored;Reserve, La;8;Res_8;Nephrosperma vanhoutteanum;0,5833;Nephrosperma vanhoutteanum;Atrichopogon yamabukiensis;2
Unrestored;Reserve, La;8;Res_8;Nephrosperma vanhoutteanum;0,5833;Nephrosperma vanhoutteanum;Scaptodrosophila undet sp1;1
Unrestored;Reserve, La;8;Res_8;Ochna kirkii;0,2500;Ochna kirkii;Xylocopa caffra;1
Unrestored;Reserve, La;8;Res_8;Paragenipa lancifolia;0,0333;Paragenipa lancifolia;Lasioglossum mahense;4
Unrestored;Reserve, La;8;Res_8;Paragenipa lancifolia;0,0333;Paragenipa lancifolia;Cinnyris dussumieri;1
Unrestored;Reserve, La;8;Res_8;Phoenicophorium borsigianum;0,8500;Phoenicophorium borsigianum;Dermestidae sp1;24
Unrestored;Reserve, La;8;Res_8;Phoenicophorium borsigianum;0,8500;Phoenicophorium borsigianum;Rhiparida seychellensis;8
Unrestored;Reserve, La;8;Res_8;Phoenicophorium borsigianum;0,8500;Phoenicophorium borsigianum;Lasioglossum mahense;39
Unrestored;Reserve, La;8;Res_8;Phoenicophorium borsigianum;0,8500;Phoenicophorium borsigianum;Nitidulidae sp1;1
Unrestored;Reserve, La;8;Res_8;Phoenicophorium borsigianum;0,8500;Phoenicophorium borsigianum;Apis mellifera;5
Unrestored;Reserve, La;8;Res_8;Phoenicophorium borsigianum;0,8500;Phoenicophorium borsigianum;Atrichopogon yamabukiensis;1
Unrestored;Reserve, La;8;Res_8;Phoenicophorium borsigianum;0,8500;Phoenicophorium borsigianum;Cryptophagidae sp1;3
Unrestored;Reserve, La;8;Res_8;Phoenicophorium borsigianum;0,8500;Phoenicophorium borsigianum;Cryptophagidae sp2;16
Unrestored;Reserve, La;8;Res_8;Phoenicophorium borsigianum;0,8500;Phoenicophorium borsigianum;Polistes olivaceus;1
Unrestored;Reserve, La;8;Res_8;Premna serratifolia;0,0667;Premna serratifolia;Megachile seychellensis;1
Unrestored;Reserve, La;8;Res_8;Premna serratifolia;0,0667;Premna serratifolia;Delta alluaudi;1
Unrestored;Reserve, La;8;Res_8;Premna serratifolia;0,0667;Premna serratifolia;Rhynchium brunneum;2
Unrestored;Reserve, La;8;Res_8;Premna serratifolia;0,0667;Premna serratifolia;Polistes olivaceus;1
Unrestored;Reserve, La;8;Res_8;Syzygium jambos;0,2000;Syzygium jambos;Lasioglossum mahense;1
Unrestored;Reserve, La;8;Res_8;Syzygium jambos;0,2000;Syzygium jambos;Phelsuma sp;4
Unrestored;Reserve, La;8;Res_8;Syzygium jambos;0,2000;Syzygium jambos;Cinnyris dussumieri;11
Unrestored;Reserve, La;8;Res_8;Syzygium jambos;0,2000;Syzygium jambos;Mabuya seychellensis;1
Unrestored;Rosebelle;1;Ros_1;Cinnamomum verum;0,9667;Cinnamomum verum;Simosyrphus aegyptius;1
Unrestored;Rosebelle;1;Ros_1;Cinnamomum verum;0,9667;Cinnamomum verum;Forcipomyia (Euprojoannisia) sp1;1
Unrestored;Rosebelle;1;Ros_1;Cinnamomum verum;0,9667;Cinnamomum verum;Ptinidae sp1;1
Unrestored;Rosebelle;1;Ros_1;Erythroxylum sechellarum;0,6500;Erythroxylum sechellarum;Lygistorrhina sp;2
Unrestored;Rosebelle;1;Ros_1;Erythroxylum sechellarum;0,6500;Erythroxylum sechellarum;Apis mellifera;10
Unrestored;Rosebelle;1;Ros_1;Excoecaria benthamiana;0,5333;Excoecaria benthamiana;Lasioglossum mahense;1
Unrestored;Rosebelle;1;Ros_1;Excoecaria benthamiana;0,5333;Excoecaria benthamiana;Forcipomyia (Euprojoannisia) sp1;1
Unrestored;Rosebelle;1;Ros_1;Excoecaria benthamiana;0,5333;Excoecaria benthamiana;Lygistorrhina sp;1
Unrestored;Rosebelle;1;Ros_1;Mimusops sechellarum;0,0333;Mimusops sechellarum;Cinnyris dussumieri;2
Unrestored;Rosebelle;1;Ros_1;Psychotria pervillei;0,0833;Psychotria pervillei;Forcipomyia (Thyridomyia) litoraurea;1
Unrestored;Rosebelle;1;Ros_1;Psychotria pervillei;0,0833;Psychotria pervillei;Apis mellifera;7
Unrestored;Rosebelle;1;Ros_1;Psychotria pervillei;0,0833;Psychotria pervillei;Cinnyris dussumieri;1
Unrestored;Rosebelle;1;Ros_1;Psychotria pervillei;0,0833;Psychotria pervillei;Forcipomyia (Microhelea) amieuensis;1
Unrestored;Rosebelle;1;Ros_1;Roscheria melanochaetes;0,0667;Roscheria melanochaetes;Musca domestica;2
Unrestored;Rosebelle;1;Ros_1;Roscheria melanochaetes;0,0667;Roscheria melanochaetes;Rhiparida seychellensis;1
Unrestored;Rosebelle;1;Ros_1;Roscheria melanochaetes;0,0667;Roscheria melanochaetes;Lasioglossum mahense;3
Unrestored;Rosebelle;1;Ros_1;Roscheria melanochaetes;0,0667;Roscheria melanochaetes;Forcipomyia (Euprojoannisia) sp1;2
Unrestored;Rosebelle;1;Ros_1;Roscheria melanochaetes;0,0667;Roscheria melanochaetes;Lygistorrhina sp;4
Unrestored;Rosebelle;1;Ros_1;Roscheria melanochaetes;0,0667;Roscheria melanochaetes;Dasyhelea tamsi;3
Unrestored;Rosebelle;1;Ros_1;Roscheria melanochaetes;0,0667;Roscheria melanochaetes;Cardiophorus sp1;3
Unrestored;Rosebelle;1;Ros_1;Roscheria melanochaetes;0,0667;Roscheria melanochaetes;Apis mellifera;1
Unrestored;Rosebelle;1;Ros_1;Roscheria melanochaetes;0,0667;Roscheria melanochaetes;Phelsuma sp;1
Unrestored;Rosebelle;1;Ros_1;Roscheria melanochaetes;0,0667;Roscheria melanochaetes;Cecidomyiidae sp1;1
Unrestored;Rosebelle;2;Ros_2;Erythroxylum sechellarum;0,5167;Erythroxylum sechellarum;Lasioglossum mahense;1
Unrestored;Rosebelle;2;Ros_2;Erythroxylum sechellarum;0,5167;Erythroxylum sechellarum;Smitta mahensis;1
Unrestored;Rosebelle;2;Ros_2;Erythroxylum sechellarum;0,5167;Erythroxylum sechellarum;Apis mellifera;6
Unrestored;Rosebelle;2;Ros_2;Excoecaria benthamiana;0,2167;Excoecaria benthamiana;Lygistorrhina sp;1
Unrestored;Rosebelle;2;Ros_2;Excoecaria benthamiana;0,2167;Excoecaria benthamiana;Dasyhelea tamsi;2
Unrestored;Rosebelle;2;Ros_2;Excoecaria benthamiana;0,2167;Excoecaria benthamiana;Geron seychellarum;3
Unrestored;Rosebelle;2;Ros_2;Memecylon elaeagni;0,2500;Memecylon elaeagni;Lasioglossum mahense;4
Unrestored;Rosebelle;2;Ros_2;Memecylon elaeagni;0,2500;Memecylon elaeagni;Apis mellifera;1
Unrestored;Rosebelle;2;Ros_2;Paragenipa lancifolia;0,2000;Paragenipa lancifolia;Lasioglossum mahense;1
Unrestored;Rosebelle;2;Ros_2;Paragenipa lancifolia;0,2000;Paragenipa lancifolia;Cinnyris dussumieri;1
Unrestored;Rosebelle;2;Ros_2;Roscheria melanochaetes;0,6333;Roscheria melanochaetes;Musca domestica;1
Unrestored;Rosebelle;2;Ros_2;Roscheria melanochaetes;0,6333;Roscheria melanochaetes;Rhiparida seychellensis;1
Unrestored;Rosebelle;2;Ros_2;Roscheria melanochaetes;0,6333;Roscheria melanochaetes;Forcipomyia (Euprojoannisia) sp1;5
Unrestored;Rosebelle;2;Ros_2;Roscheria melanochaetes;0,6333;Roscheria melanochaetes;Mordellistena coleae;2
Unrestored;Rosebelle;2;Ros_2;Roscheria melanochaetes;0,6333;Roscheria melanochaetes;Cardiophorus sp1;10
Unrestored;Rosebelle;2;Ros_2;Roscheria melanochaetes;0,6333;Roscheria melanochaetes;Apis mellifera;1
Unrestored;Rosebelle;2;Ros_2;Roscheria melanochaetes;0,6333;Roscheria melanochaetes;Physiphora azurea;1
Unrestored;Rosebelle;2;Ros_2;Roscheria melanochaetes;0,6333;Roscheria melanochaetes;Atrichopogon yamabukiensis;5
Unrestored;Rosebelle;2;Ros_2;Roscheria melanochaetes;0,6333;Roscheria melanochaetes;Elateridae sp2;2
Unrestored;Rosebelle;2;Ros_2;Roscheria melanochaetes;0,6333;Roscheria melanochaetes;Cecidomyiidae sp1;4
Unrestored;Rosebelle;2;Ros_2;Roscheria melanochaetes;0,6333;Roscheria melanochaetes;Scaptodrosophila undet sp2;3
Unrestored;Rosebelle;2;Ros_2;Roscheria melanochaetes;0,6333;Roscheria melanochaetes;Forcipomyia (Microhelea) amieuensis;3
Unrestored;Rosebelle;3;Ros_3;Alstonia macrophylla;0,3333;Alstonia macrophylla;Apis mellifera;2
Unrestored;Rosebelle;3;Ros_3;Cinnamomum verum;7,0667;Cinnamomum verum;Hemipyrellia germana;3
Unrestored;Rosebelle;3;Ros_3;Cinnamomum verum;7,0667;Cinnamomum verum;Apis mellifera;31
Unrestored;Rosebelle;3;Ros_3;Cinnamomum verum;7,0667;Cinnamomum verum;Atrichopogon yamabukiensis;1
Unrestored;Rosebelle;3;Ros_3;Cinnamomum verum;7,0667;Cinnamomum verum;Dichaetomyia fasciculifera;1
Unrestored;Rosebelle;3;Ros_3;Cinnamomum verum;7,0667;Cinnamomum verum;Forcipomyia (Microhelea) amieuensis;1
Unrestored;Rosebelle;3;Ros_3;Erythroxylum sechellarum;0,7500;Erythroxylum sechellarum;Lasioglossum mahense;4
Unrestored;Rosebelle;3;Ros_3;Erythroxylum sechellarum;0,7500;Erythroxylum sechellarum;Apis mellifera;18
Unrestored;Rosebelle;3;Ros_3;Erythroxylum sechellarum;0,7500;Erythroxylum sechellarum;Chironomus sp;1
Unrestored;Rosebelle;3;Ros_3;Erythroxylum sechellarum;0,7500;Erythroxylum sechellarum;Cinnyris dussumieri;1
Unrestored;Rosebelle;3;Ros_3;Erythroxylum sechellarum;0,7500;Erythroxylum sechellarum;Forcipomyia (Microhelea) amieuensis;1
Unrestored;Rosebelle;3;Ros_3;Excoecaria benthamiana;1,2333;Excoecaria benthamiana;Dasyhelea tamsi;7
Unrestored;Rosebelle;3;Ros_3;Excoecaria benthamiana;1,2333;Excoecaria benthamiana;Coleoptera sp3;2
Unrestored;Rosebelle;3;Ros_3;Excoecaria benthamiana;1,2333;Excoecaria benthamiana;Geron seychellarum;2
Unrestored;Rosebelle;3;Ros_3;Excoecaria benthamiana;1,2333;Excoecaria benthamiana;Chironomus sp;1
Unrestored;Rosebelle;3;Ros_3;Memecylon elaeagni;0,2667;Memecylon elaeagni;Lasioglossum mahense;5
Unrestored;Rosebelle;3;Ros_3;Memecylon elaeagni;0,2667;Memecylon elaeagni;Apis mellifera;1
Unrestored;Rosebelle;3;Ros_3;Nepenthes pervillei;0,0500;Nepenthes pervillei;Hemipyrellia germana;1
Unrestored;Rosebelle;3;Ros_3;Nepenthes pervillei;0,0500;Nepenthes pervillei;Coleoptera sp1;1
Unrestored;Rosebelle;3;Ros_3;Nephrosperma vanhoutteanum;0,6000;Nephrosperma vanhoutteanum;Lasioglossum mahense;14
Unrestored;Rosebelle;3;Ros_3;Nephrosperma vanhoutteanum;0,6000;Nephrosperma vanhoutteanum;Hemipyrellia germana;1
Unrestored;Rosebelle;3;Ros_3;Nephrosperma vanhoutteanum;0,6000;Nephrosperma vanhoutteanum;Simosyrphus aegyptius;1
Unrestored;Rosebelle;3;Ros_3;Nephrosperma vanhoutteanum;0,6000;Nephrosperma vanhoutteanum;Forcipomyia (Euprojoannisia) sp1;1
Unrestored;Rosebelle;3;Ros_3;Nephrosperma vanhoutteanum;0,6000;Nephrosperma vanhoutteanum;Lygistorrhina sp;1
Unrestored;Rosebelle;3;Ros_3;Nephrosperma vanhoutteanum;0,6000;Nephrosperma vanhoutteanum;Phelsuma sp;1
Unrestored;Rosebelle;3;Ros_3;Nephrosperma vanhoutteanum;0,6000;Nephrosperma vanhoutteanum;Forcipomyia (Microhelea) amieuensis;1
Unrestored;Rosebelle;3;Ros_3;Psidium cattleianum;0,2333;Psidium cattleianum;Lasioglossum mahense;3
Unrestored;Rosebelle;3;Ros_3;Psidium cattleianum;0,2333;Psidium cattleianum;Hemipyrellia germana;1
Unrestored;Rosebelle;3;Ros_3;Psidium cattleianum;0,2333;Psidium cattleianum;Apis mellifera;24
Unrestored;Rosebelle;3;Ros_3;Roscheria melanochaetes;2,3667;Roscheria melanochaetes;Dermestidae sp1;2
Unrestored;Rosebelle;3;Ros_3;Roscheria melanochaetes;2,3667;Roscheria melanochaetes;Rhiparida seychellensis;5
Unrestored;Rosebelle;3;Ros_3;Roscheria melanochaetes;2,3667;Roscheria melanochaetes;Forcipomyia (Euprojoannisia) sp1;3
Unrestored;Rosebelle;3;Ros_3;Roscheria melanochaetes;2,3667;Roscheria melanochaetes;Cardiophorus sp1;6
Unrestored;Rosebelle;3;Ros_3;Roscheria melanochaetes;2,3667;Roscheria melanochaetes;Sciaridae sp1;1
Unrestored;Rosebelle;3;Ros_3;Roscheria melanochaetes;2,3667;Roscheria melanochaetes;Atrichopogon yamabukiensis;1
Unrestored;Rosebelle;3;Ros_3;Roscheria melanochaetes;2,3667;Roscheria melanochaetes;Forcipomyia (Microhelea) amieuensis;1
Unrestored;Rosebelle;4;Ros_4;Erythroxylum sechellarum;0,6000;Erythroxylum sechellarum;Lasioglossum mahense;4
Unrestored;Rosebelle;4;Ros_4;Erythroxylum sechellarum;0,6000;Erythroxylum sechellarum;Apis mellifera;31
Unrestored;Rosebelle;4;Ros_4;Erythroxylum sechellarum;0,6000;Erythroxylum sechellarum;Atrichopogon yamabukiensis;1
Unrestored;Rosebelle;4;Ros_4;Erythroxylum sechellarum;0,6000;Erythroxylum sechellarum;Delta alluaudi;2
Unrestored;Rosebelle;4;Ros_4;Erythroxylum sechellarum;0,6000;Erythroxylum sechellarum;Cinnyris dussumieri;1
Unrestored;Rosebelle;4;Ros_4;Excoecaria benthamiana;0,4500;Excoecaria benthamiana;Cratopus aurostriatus;1
Unrestored;Rosebelle;4;Ros_4;Excoecaria benthamiana;0,4500;Excoecaria benthamiana;Chloropidae sp1;1
Unrestored;Rosebelle;4;Ros_4;Excoecaria benthamiana;0,4500;Excoecaria benthamiana;Apis mellifera;15
Unrestored;Rosebelle;4;Ros_4;Excoecaria benthamiana;0,4500;Excoecaria benthamiana;Tricimba seychellensis;1
Unrestored;Rosebelle;4;Ros_4;Ixora pudica;0,5333;Ixora pudica;Cephonodes tamsi;1
Unrestored;Rosebelle;4;Ros_4;Ixora pudica;0,5333;Ixora pudica;Apis mellifera;7
Unrestored;Rosebelle;4;Ros_4;Ixora pudica;0,5333;Ixora pudica;Phelsuma sp;1
Unrestored;Rosebelle;4;Ros_4;Ixora pudica;0,5333;Ixora pudica;Cinnyris dussumieri;3
Unrestored;Rosebelle;4;Ros_4;Memecylon elaeagni;1,6167;Memecylon elaeagni;Lasioglossum mahense;5
Unrestored;Rosebelle;4;Ros_4;Memecylon elaeagni;1,6167;Memecylon elaeagni;Simosyrphus aegyptius;1
Unrestored;Rosebelle;4;Ros_4;Memecylon elaeagni;1,6167;Memecylon elaeagni;Cratopus aurostriatus;3
Unrestored;Rosebelle;4;Ros_4;Memecylon elaeagni;1,6167;Memecylon elaeagni;Apis mellifera;11
Unrestored;Rosebelle;4;Ros_4;Nepenthes pervillei;0,9167;Nepenthes pervillei;Musca domestica;1
Unrestored;Rosebelle;4;Ros_4;Nepenthes pervillei;0,9167;Nepenthes pervillei;Pyralidae sp1;2
Unrestored;Rosebelle;4;Ros_4;Nepenthes pervillei;0,9167;Nepenthes pervillei;Dichaetomyia fasciculifera;6
Unrestored;Rosebelle;4;Ros_4;Nephrosperma vanhoutteanum;0,1667;Nephrosperma vanhoutteanum;Dermestidae sp1;1
Unrestored;Rosebelle;4;Ros_4;Nephrosperma vanhoutteanum;0,1667;Nephrosperma vanhoutteanum;Lasioglossum mahense;22
Unrestored;Rosebelle;4;Ros_4;Nephrosperma vanhoutteanum;0,1667;Nephrosperma vanhoutteanum;Forcipomyia (Euprojoannisia) sp1;1
Unrestored;Rosebelle;4;Ros_4;Nephrosperma vanhoutteanum;0,1667;Nephrosperma vanhoutteanum;Apis mellifera;15
Unrestored;Rosebelle;4;Ros_4;Psychotria pervillei;0,0833;Psychotria pervillei;Lasioglossum mahense;1
Unrestored;Rosebelle;4;Ros_4;Psychotria pervillei;0,0833;Psychotria pervillei;Apis mellifera;1
Unrestored;Rosebelle;4;Ros_4;Psychotria pervillei;0,0833;Psychotria pervillei;Cinnyris dussumieri;3
Unrestored;Rosebelle;4;Ros_4;Psychotria pervillei;0,0833;Psychotria pervillei;Pachycerina seychellensis;1
Unrestored;Rosebelle;4;Ros_4;Timonius flavescens;0,3333;Timonius flavescens;Nola sp1;1
Unrestored;Rosebelle;4;Ros_4;Timonius flavescens;0,3333;Timonius flavescens;Celama sp1;1
Unrestored;Rosebelle;5;Ros_5;Erythroxylum sechellarum;0,7167;Erythroxylum sechellarum;Musca domestica;1
Unrestored;Rosebelle;5;Ros_5;Erythroxylum sechellarum;0,7167;Erythroxylum sechellarum;Lasioglossum mahense;11
Unrestored;Rosebelle;5;Ros_5;Erythroxylum sechellarum;0,7167;Erythroxylum sechellarum;Apis mellifera;1
Unrestored;Rosebelle;5;Ros_5;Erythroxylum sechellarum;0,7167;Erythroxylum sechellarum;Tricimba seychellensis;1
Unrestored;Rosebelle;5;Ros_5;Erythroxylum sechellarum;0,7167;Erythroxylum sechellarum;Cinnyris dussumieri;1
Unrestored;Rosebelle;5;Ros_5;Excoecaria benthamiana;0,3667;Excoecaria benthamiana;Apis mellifera;1
Unrestored;Rosebelle;5;Ros_5;Memecylon elaeagni;1,1500;Memecylon elaeagni;Cratopus aurostriatus;1
Unrestored;Rosebelle;5;Ros_5;Memecylon elaeagni;1,1500;Memecylon elaeagni;Apis mellifera;2
Unrestored;Rosebelle;5;Ros_5;Nepenthes pervillei;0,6333;Nepenthes pervillei;Musca domestica;2
Unrestored;Rosebelle;5;Ros_5;Nepenthes pervillei;0,6333;Nepenthes pervillei;Hemipyrellia germana;1
Unrestored;Rosebelle;5;Ros_5;Nepenthes pervillei;0,6333;Nepenthes pervillei;Ornidia obesa;1
Unrestored;Rosebelle;5;Ros_5;Psychotria pervillei;0,1000;Psychotria pervillei;Delta alluaudi;1
Unrestored;Rosebelle;5;Ros_5;Psychotria pervillei;0,1000;Psychotria pervillei;Cinnyris dussumieri;4
Unrestored;Rosebelle;5;Ros_5;Roscheria melanochaetes;1,0000;Roscheria melanochaetes;Forcipomyia (Euprojoannisia) sp1;6
Unrestored;Rosebelle;5;Ros_5;Roscheria melanochaetes;1,0000;Roscheria melanochaetes;Lygistorrhina sp;1
Unrestored;Rosebelle;5;Ros_5;Roscheria melanochaetes;1,0000;Roscheria melanochaetes;Dasyhelea tamsi;3
Unrestored;Rosebelle;5;Ros_5;Roscheria melanochaetes;1,0000;Roscheria melanochaetes;Cardiophorus sp1;2
Unrestored;Rosebelle;5;Ros_5;Roscheria melanochaetes;1,0000;Roscheria melanochaetes;Tricimba seychellensis;1
Unrestored;Rosebelle;5;Ros_5;Roscheria melanochaetes;1,0000;Roscheria melanochaetes;Atrichopogon yamabukiensis;1
Unrestored;Rosebelle;5;Ros_5;Roscheria melanochaetes;1,0000;Roscheria melanochaetes;Dichaetomyia fasciculifera;3
Unrestored;Rosebelle;6;Ros_6;Aphloia theiformis;1,3833;Aphloia theiformis;Lasioglossum mahense;19
Unrestored;Rosebelle;6;Ros_6;Aphloia theiformis;1,3833;Aphloia theiformis;Forcipomyia (Euprojoannisia) sp1;2
Unrestored;Rosebelle;6;Ros_6;Aphloia theiformis;1,3833;Aphloia theiformis;Dasyhelea tamsi;1
Unrestored;Rosebelle;6;Ros_6;Aphloia theiformis;1,3833;Aphloia theiformis;Atrichopogon yamabukiensis;1
Unrestored;Rosebelle;6;Ros_6;Pyrostria bibracteata;0,0333;Pyrostria bibracteata;Hemipyrellia germana;2
Unrestored;Rosebelle;6;Ros_6;Pyrostria bibracteata;0,0333;Pyrostria bibracteata;Apis mellifera;3
Unrestored;Rosebelle;6;Ros_6;Erythroxylum sechellarum;0,5500;Erythroxylum sechellarum;Dasyhelea tamsi;1
Unrestored;Rosebelle;6;Ros_6;Erythroxylum sechellarum;0,5500;Erythroxylum sechellarum;Delta alluaudi;1
Unrestored;Rosebelle;6;Ros_6;Paragenipa lancifolia;0,0333;Paragenipa lancifolia;Lasioglossum mahense;1
Unrestored;Rosebelle;6;Ros_6;Paragenipa lancifolia;0,0333;Paragenipa lancifolia;Apis mellifera;3
Unrestored;Rosebelle;6;Ros_6;Paragenipa lancifolia;0,0333;Paragenipa lancifolia;Cinnyris dussumieri;3
Unrestored;Rosebelle;6;Ros_6;Psychotria pervillei;0,2500;Psychotria pervillei;Lasioglossum mahense;1
Unrestored;Rosebelle;6;Ros_6;Psychotria pervillei;0,2500;Psychotria pervillei;Delta alluaudi;3
Unrestored;Rosebelle;6;Ros_6;Psychotria pervillei;0,2500;Psychotria pervillei;Cinnyris dussumieri;3
Unrestored;Rosebelle;6;Ros_6;Roscheria melanochaetes;0,0500;Roscheria melanochaetes;Lobosciara bilotata;2
Unrestored;Rosebelle;6;Ros_6;Roscheria melanochaetes;0,0500;Roscheria melanochaetes;Forcipomyia (Euprojoannisia) sp1;2
Unrestored;Rosebelle;6;Ros_6;Roscheria melanochaetes;0,0500;Roscheria melanochaetes;Lygistorrhina sp;2
Unrestored;Rosebelle;6;Ros_6;Roscheria melanochaetes;0,0500;Roscheria melanochaetes;Dasyhelea tamsi;6
Unrestored;Rosebelle;6;Ros_6;Roscheria melanochaetes;0,0500;Roscheria melanochaetes;Cossonini sp2;1
Unrestored;Rosebelle;7;Ros_7;Erythroxylum sechellarum;0,3167;Erythroxylum sechellarum;Rhiparida seychellensis;1
Unrestored;Rosebelle;7;Ros_7;Erythroxylum sechellarum;0,3167;Erythroxylum sechellarum;Apis mellifera;10
Unrestored;Rosebelle;7;Ros_7;Erythroxylum sechellarum;0,3167;Erythroxylum sechellarum;Delta alluaudi;2
Unrestored;Rosebelle;7;Ros_7;Pittosporum senacia subsp. wrightii;0,2333;Pittosporum senacia subsp. wrightii;Lasioglossum mahense;1
Unrestored;Rosebelle;7;Ros_7;Pittosporum senacia subsp. wrightii;0,2333;Pittosporum senacia subsp. wrightii;Simosyrphus aegyptius;3
Unrestored;Rosebelle;7;Ros_7;Roscheria melanochaetes;1,2333;Roscheria melanochaetes;Dasyhelea tamsi;26
Unrestored;Rosebelle;7;Ros_7;Roscheria melanochaetes;1,2333;Roscheria melanochaetes;Mordellistena coleae;12
Unrestored;Rosebelle;7;Ros_7;Roscheria melanochaetes;1,2333;Roscheria melanochaetes;Forcipomyia (Thyridomyia) litoraurea;3
Unrestored;Rosebelle;7;Ros_7;Roscheria melanochaetes;1,2333;Roscheria melanochaetes;Hymenoptera sp1;1
Unrestored;Rosebelle;7;Ros_7;Roscheria melanochaetes;1,2333;Roscheria melanochaetes;Atrichopogon yamabukiensis;1
Unrestored;Rosebelle;7;Ros_7;Roscheria melanochaetes;1,2333;Roscheria melanochaetes;Cossonini sp2;2
Unrestored;Rosebelle;7;Ros_7;Timonius flavescens;0,2500;Timonius flavescens;Endotricha mesenterialis mahensis;2
Unrestored;Rosebelle;7;Ros_7;Timonius flavescens;0,2500;Timonius flavescens;Herpetogramma sp1;1
Unrestored;Rosebelle;8;Ros_8;Cinnamomum verum;0,3333;Cinnamomum verum;Apis mellifera;1
Unrestored;Rosebelle;8;Ros_8;Cinnamomum verum;0,3333;Cinnamomum verum;Cinnyris dussumieri;2
Unrestored;Rosebelle;8;Ros_8;Erythroxylum sechellarum;0,0333;Erythroxylum sechellarum;Lygistorrhina sp;3
Unrestored;Rosebelle;8;Ros_8;Erythroxylum sechellarum;0,0333;Erythroxylum sechellarum;Delta alluaudi;1
Unrestored;Rosebelle;8;Ros_8;Nephrosperma vanhoutteanum;0,6000;Nephrosperma vanhoutteanum;Dermestidae sp1;3
Unrestored;Rosebelle;8;Ros_8;Nephrosperma vanhoutteanum;0,6000;Nephrosperma vanhoutteanum;Rhiparida seychellensis;2
Unrestored;Rosebelle;8;Ros_8;Nephrosperma vanhoutteanum;0,6000;Nephrosperma vanhoutteanum;Lasioglossum mahense;41
Unrestored;Rosebelle;8;Ros_8;Nephrosperma vanhoutteanum;0,6000;Nephrosperma vanhoutteanum;Cratopus aurostriatus;5
Unrestored;Rosebelle;8;Ros_8;Nephrosperma vanhoutteanum;0,6000;Nephrosperma vanhoutteanum;Apis mellifera;1
Unrestored;Rosebelle;8;Ros_8;Northea seychellana;0,2500;Northea seychellana;Cratopus aurostriatus;1
Unrestored;Rosebelle;8;Ros_8;Northea seychellana;0,2500;Northea seychellana;Cryptorhynchidius graniger;1
Unrestored;Rosebelle;8;Ros_8;Northea seychellana;0,2500;Northea seychellana;Phelsuma sp;3
Unrestored;Rosebelle;8;Ros_8;Northea seychellana;0,2500;Northea seychellana;Chaetonerius alluaudii;1
Unrestored;Rosebelle;8;Ros_8;Northea seychellana;0,2500;Northea seychellana;Cinnyris dussumieri;2
Unrestored;Rosebelle;8;Ros_8;Roscheria melanochaetes;0,3833;Roscheria melanochaetes;Musca domestica;2
Unrestored;Rosebelle;8;Ros_8;Roscheria melanochaetes;0,3833;Roscheria melanochaetes;Lasioglossum mahense;3
Unrestored;Rosebelle;8;Ros_8;Roscheria melanochaetes;0,3833;Roscheria melanochaetes;Forcipomyia (Euprojoannisia) sp1;10
Unrestored;Rosebelle;8;Ros_8;Roscheria melanochaetes;0,3833;Roscheria melanochaetes;Dasyhelea tamsi;6
Unrestored;Rosebelle;8;Ros_8;Roscheria melanochaetes;0,3833;Roscheria melanochaetes;Apis mellifera;4
Unrestored;Rosebelle;8;Ros_8;Roscheria melanochaetes;0,3833;Roscheria melanochaetes;Phelsuma sp;1
Unrestored;Rosebelle;8;Ros_8;Roscheria melanochaetes;0,3833;Roscheria melanochaetes;Scaptodrosophila undet sp1;3
Unrestored;Rosebelle;8;Ros_8;Roscheria melanochaetes;0,3833;Roscheria melanochaetes;Forcipomyia (Microhelea) amieuensis;1
Restored;Salazie;1;Sal_1;Pyrostria bibracteata;0,0857;Pyrostria bibracteata;Lasioglossum mahense;3
Restored;Salazie;1;Sal_1;Erythroxylum sechellarum;0,2429;Erythroxylum sechellarum;Lasioglossum mahense;4
Restored;Salazie;1;Sal_1;Erythroxylum sechellarum;0,2429;Erythroxylum sechellarum;Ptinidae sp1;1
Restored;Salazie;1;Sal_1;Erythroxylum sechellarum;0,2429;Erythroxylum sechellarum;Apis mellifera;7
Restored;Salazie;1;Sal_1;Memecylon elaeagni;0,0714;Memecylon elaeagni;Simosyrphus aegyptius;1
Restored;Salazie;1;Sal_1;Nephrosperma vanhoutteanum;1,0429;Nephrosperma vanhoutteanum;Rhiparida seychellensis;2
Restored;Salazie;1;Sal_1;Nephrosperma vanhoutteanum;1,0429;Nephrosperma vanhoutteanum;Lasioglossum mahense;43
Restored;Salazie;1;Sal_1;Nephrosperma vanhoutteanum;1,0429;Nephrosperma vanhoutteanum;Forcipomyia (Euprojoannisia) sp1;17
Restored;Salazie;1;Sal_1;Nephrosperma vanhoutteanum;1,0429;Nephrosperma vanhoutteanum;Dasyhelea tamsi;3
Restored;Salazie;1;Sal_1;Nephrosperma vanhoutteanum;1,0429;Nephrosperma vanhoutteanum;Cratopus aurostriatus;2
Restored;Salazie;1;Sal_1;Nephrosperma vanhoutteanum;1,0429;Nephrosperma vanhoutteanum;Apis mellifera;4
